,項番,出願番号,文献番号,"出願日
公知日
登録日",発明の名称,出願人,FI,出願日,count,month,year,FI_class,FI_subclass,FI_classJP,FI_subclassJP
248,249,特願2013-538197,特表2014-502420,"2011/11/10
2012/05/18
2014/12/12",メトロロジ方法及び装置、リソグラフィシステム並びにデバイス製造方法,エーエスエムエル ネザーランズ ビー．ブイ．,"G03F7/20,521 
H01L21/30,502@V 
H01L21/30,516@Z 
他",2011-11-10,1,11,2011,"他
G03F
H01L","G03F7/20
H01L21/30
H01L21/30
他","[]
['フォトメカニカル法による凹凸化又はパターン化された表面の製造，例．印刷用，半導体装置の製造法用；そのための材料；そのための原稿；そのために特に適合した装置（写真植字機Ｂ４１Ｂ；写真用感光材料または処理Ｇ０３Ｃ；エレクトログラフィー，そのための感光層または処理Ｇ０３Ｇ）']
['半導体装置，他に属さない電気的固体装置（測定のための半導体装置の使用Ｇ０１；抵抗一般Ｈ０１Ｃ；磁石，インダクタ，トランスＨ０１Ｆ；コンデンサー一般Ｈ０１Ｇ；電解装置Ｈ０１Ｇ９／００；電池，蓄電池Ｈ０１Ｍ；導波管，導波管の共振器または線路Ｈ０１Ｐ；電線接続器，集電装置Ｈ０１Ｒ；誘導放出装置Ｈ０１Ｓ；電気機械共振器Ｈ０３Ｈ；スピーカー，マイクロフォン，蓄音機ピックアップまたは類似の音響電気機械変換器Ｈ０４Ｒ；電気的光源一般Ｈ０５Ｂ；印刷回路，ハイブリッド回路，電気装置の箱体または構造的細部，電気部品の組立体の製造Ｈ０５Ｋ；特別な応用をする回路への半導体装置の使用は，応用サブクラスを参照）［２］']","['露光；そのための装置（複製用写真焼付装置Ｇ０３Ｂ２７／００）［４］']
['Ｈ０１Ｌ２１／２０～Ｈ０１Ｌ２１／２６に分類されない方法または装置を用いる半導体本体の処理（半導体本体上への電極の製造Ｈ０１Ｌ２１／２８）［２］']
['Ｈ０１Ｌ２１／２０～Ｈ０１Ｌ２１／２６に分類されない方法または装置を用いる半導体本体の処理（半導体本体上への電極の製造Ｈ０１Ｌ２１／２８）［２］']
[]"
249,250,特願2013-538978,特表2013-543764,"2011/11/14
2012/05/18
2017/03/10",ヒューマン・マシン連携ロボットシステム,ザ・ジョンズ・ホプキンス・ユニバーシティ,"A61B19/00,502 
B25J13/00@Z 
A61B34/35 
他",2011-11-14,1,11,2011,"他
B25J
A61B","A61B19/00
B25J13/00
A61B34/35
他","[]
['マニプレータ；マニプレータ装置を持つ小室（果実，野菜，穀物等を専用に扱うロボット装置Ａ０１Ｄ４６／３０，手術用のマニプレータＡ６１Ｂ１７／０６２，ロールミルに関連するマニプレータＢ２１Ｂ３９／２０；鍛造機械に関連するマニプレータＢ２１Ｊ１３／１０；車輪またはその部品の保持手段Ｂ６０Ｂ３０／００；クレーンＢ６６Ｃ；核反応装置内で使用される燃料等をハンドリングする装置Ｇ２１Ｃ１９／００；放射能からシールドされた小室等を有するマニプレータの構造的結合Ｇ２１Ｆ７／０６）［５］']
['診断；手術；個人識別（生物学的材料の分析Ｇ０１Ｎ，例．Ｇ０１Ｎ３３／４８）']","[]
['マニプレータの制御（プログラム制御Ｂ２５Ｊ９／１６）［４］']
['遠隔手術のためのもの［２０１６．０１］']
[]"
250,251,特願2010-137099,特開2012-000228,"2010/06/16
2012/01/05
2014/01/31",筋活動診断装置および方法、並びにプログラム,ソニー株式会社,"A61B5/04,330",2010-06-16,1,6,2010,A61B,A61B5/04,['診断；手術；個人識別（生物学的材料の分析Ｇ０１Ｎ，例．Ｇ０１Ｎ３３／４８）'],['人体またはその部分の生体電気信号の測定']
251,252,特願2013-500602,特表2013-524744,"2011/03/25
2011/09/29
-",電気エネルギーを生成する風力発電機を制御する方法,エン－エコ エス．ピー．エイ．,"G05B13/04 
H02J7/00,303@B 
H02P9/00@F 
他",2011-03-25,1,3,2011,"他
H02J
G05B
H02P","G05B13/04
H02J7/00
H02P9/00@
他","[]
['電力給電または電力配電のための回路装置または方式；電気エネルギーを蓄積するための方式（Ｘ線，ガンマ線，微粒子線または宇宙線の測定のための装置の電力供給回路Ｇ０１Ｔ１／１７５；可動部のない電子時計に使うのに特に適した電力供給回路Ｇ０４Ｇ１９／００；デジタル・コンピュータ用のものＧ０６Ｆ１／１８；放電管用Ｈ０１Ｊ３７／２４８；電力の変換のための回路または装置，そのような回路または装置の制御，原動機発電機結合の制御Ｈ０２Ｐ；高周波電力の制御Ｈ０３Ｌ；情報の伝送のための電力線または電力回路網の付加的使用Ｈ０４Ｂ）']
['制御系または調整系一般；このような系の機能要素；このような系または要素の監視または試験装置（流体圧アクチュエータまたは流体的手段で動作する系一般Ｆ１５Ｂ；弁それ自体Ｆ１６Ｋ；機械的構成のみを特徴とするものＧ０５Ｇ；検出要素は適当なサブクラス，例．Ｇ１２Ｂ，Ｇ０１，Ｈ０１のサブクラス，を参照；修正要素は適当なサブクラス，例．Ｈ０２Ｋ，を参照）']
['電動機，発電機，回転変換機の制御または調整；変圧器，リアクトルまたはチョークコイルの制御［４］']","['モデルまたはシミュレータの使用を伴うもの［３］']
['電池の充電または減極または電池から負荷への電力給電のための回路装置']
[]
[]"
252,253,特願2009-230579,特開2011-081431,"2009/10/02
2011/04/21
2013/12/27",行動パターン解析システム、携帯端末、行動パターン解析方法、及びプログラム,ソニー株式会社,"G06F17/30,110@G 
G06F17/30,210@D 
G06F17/30,310@Z 
他",2009-10-02,1,10,2009,"他
G06F","G06F17/30
G06F17/30
G06F17/30
他","[]
['電気的デジタルデータ処理（特定の計算モデルに基づくコンピュータ・システムＧ０６Ｎ）']","['情報検索；そのためのデータベース構造［６］']
['情報検索；そのためのデータベース構造［６］']
['情報検索；そのためのデータベース構造［６］']
[]"
253,254,特願2011-551107,特表2012-518236,"2010/02/04
2010/08/26
-",ジェスチャー認識のための方法及びシステム,オーメック インタラクティブ，リミテッド,"G06F3/01,310@C 
G06F3/038,310@Y 
G06T7/20,300@A 
他",2010-02-04,1,2,2010,"他
G06F
G06T","G06F3/01
G06F3/038
G06T7/20
他","[]
['電気的デジタルデータ処理（特定の計算モデルに基づくコンピュータ・システムＧ０６Ｎ）']
['イメージデータ処理または発生一般［６，８］']","['ユーザーと計算機との相互作用のための入力装置または入力と出力が結合した装置（Ｇ０６Ｆ３／１６が優先）［８］']
['その制御インタフェース装置，例．ドライバまたはデバイスに埋め込まれた制御回路［８，２０１３．０１］']
['動きの分析（デジタルビデオ信号を符号化，復号，圧縮または伸張するための動き推定Ｈ０４Ｎ１９／４３，Ｈ０４Ｎ１９／５１）［２０１７．０１］']
[]"
254,255,特願2011-540182,特表2012-512351,"2009/12/14
2010/07/08
2014/05/09",航空エンジン内の故障の識別,スネクマ,"F01D25/00@W 
F01D25/00@X 
F02C7/00@A",2009-12-14,1,12,2009,"F01D
F02C","F01D25/00
F01D25/00
F02C7/00@","['非容積形機械または機関，例．蒸気タービン（燃焼機関Ｆ０２；液体用機械または機関Ｆ０３，Ｆ０４；非容積形ポンプＦ０４Ｄ）']
['ガスタービン設備；ジェット推進設備のための空気の取り入れ；空気吸込ジェット推進設備における燃料供給制御（タービンの構造Ｆ０１Ｄ；ジェット推進設備Ｆ０２Ｋ；圧縮機又はファンの構造Ｆ０４；燃焼が燃料または他の粒子の流体層で発生する燃焼装置Ｆ２３Ｃ１０／００；高圧または高速の燃焼生成物の生成Ｆ２３Ｒ；圧縮冷凍設備におけるガスタービンの使用Ｆ２５Ｂ１１／００；乗り物におけるガスタービンの使用，関連する乗り物のクラス参照）']","['他のグループに分類されない構成部品，細部または付属品']
['他のグループに分類されない構成部品，細部または付属品']
[]"
255,256,特願2011-543757,特表2012-508631,"2009/11/16
2010/05/20
2015/01/09",被検者の循環系評価,ダイアログ デヴァイシーズ リミテッド,"A61B5/02,340@D 
A61B5/02,800@D 
A61B5/02,860 
他",2009-11-16,1,11,2009,"他
A61B","A61B5/02
A61B5/02
A61B5/02
他","[]
['診断；手術；個人識別（生物学的材料の分析Ｇ０１Ｎ，例．Ｇ０１Ｎ３３／４８）']","['脈拍，心拍，血圧または血流の測定；結合された脈拍／心拍／血圧の測定；他に分類されない心臓血管の状態の評価，例．このグループに分類される技術と心電計との結合を用いるもの；血圧測定用心臓カテーテル［５］']
['脈拍，心拍，血圧または血流の測定；結合された脈拍／心拍／血圧の測定；他に分類されない心臓血管の状態の評価，例．このグループに分類される技術と心電計との結合を用いるもの；血圧測定用心臓カテーテル［５］']
['脈拍，心拍，血圧または血流の測定；結合された脈拍／心拍／血圧の測定；他に分類されない心臓血管の状態の評価，例．このグループに分類される技術と心電計との結合を用いるもの；血圧測定用心臓カテーテル［５］']
[]"
256,257,特願2011-506389,特表2011-523730,"2009/04/21
2009/10/29
-",手持ち式機器のユーザを識別する方法およびシステム,パナソニック株式会社,"G06F3/01 
G06F3/033,310@Y 
G06F3/033,425 
他",2009-04-21,1,4,2009,"他
G06F","G06F3/01
G06F3/033
G06F3/033
他","[]
['電気的デジタルデータ処理（特定の計算モデルに基づくコンピュータ・システムＧ０６Ｎ）']","['ユーザーと計算機との相互作用のための入力装置または入力と出力が結合した装置（Ｇ０６Ｆ３／１６が優先）［８］']
['ユーザにより変位または位置決めされるポインティングデバイス；その付属具（変換手段によって特徴付けられたデジタイザＧ０６Ｆ３／０４１）［３，８，２０１３．０１］']
['ユーザにより変位または位置決めされるポインティングデバイス；その付属具（変換手段によって特徴付けられたデジタイザＧ０６Ｆ３／０４１）［３，８，２０１３．０１］']
[]"
257,258,特願2008-031989,特開2009-192312,"2008/02/13
2009/08/27
2012/09/21",発雷予測装置およびその方法、プログラム,日本電信電話株式会社,"G01W1/10@E 
G06F19/00,110",2008-02-13,1,2,2008,"G01W
G06F","G01W1/10@
G06F19/00","['気象学（気象用にデザインしたレーダ，ソーナ，ライダーまたは類似の方式Ｇ０１Ｓ１３／９５，Ｇ０１Ｓ１５／８８，Ｇ０１Ｓ１７／９５）']
['電気的デジタルデータ処理（特定の計算モデルに基づくコンピュータ・システムＧ０６Ｎ）']","[]
['特定の用途に特に適合したデジタル計算またはデータ処理の装置または方法（特定の機能に特に適合したものＧ０６Ｆ１７／００；管理目的，商用目的，金融目的，経営目的，監督目的または予測目的に特に適合したデータ処理システムまたは方法Ｇ０６Ｑ；ヘルスケアインフォマティクスＧ１６Ｈ）［２０１８．０１］']"
258,259,特願2008-031984,特開2009-192311,"2008/02/13
2009/08/27
2012/09/21",発雷予測装置およびその方法、プログラム,日本電信電話株式会社,"G01W1/10@E 
G06F19/00,100 
G06Q10/04",2008-02-13,1,2,2008,"G01W
G06F
G06Q","G01W1/10@
G06F19/00
G06Q10/04","['気象学（気象用にデザインしたレーダ，ソーナ，ライダーまたは類似の方式Ｇ０１Ｓ１３／９５，Ｇ０１Ｓ１５／８８，Ｇ０１Ｓ１７／９５）']
['電気的デジタルデータ処理（特定の計算モデルに基づくコンピュータ・システムＧ０６Ｎ）']
['管理目的，商用目的，金融目的，経営目的，監督目的または予測目的に特に適合したデータ処理システムまたは方法；他に分類されない，管理目的，商用目的，金融目的，経営目的，監督目的または予測目的に特に適合したシステムまたは方法［８］']","[]
['特定の用途に特に適合したデジタル計算またはデータ処理の装置または方法（特定の機能に特に適合したものＧ０６Ｆ１７／００；管理目的，商用目的，金融目的，経営目的，監督目的または予測目的に特に適合したデータ処理システムまたは方法Ｇ０６Ｑ；ヘルスケアインフォマティクスＧ１６Ｈ）［２０１８．０１］']
['予測あるいは最適化，例．線形計画法，巡回セールスマン問題，板取問題［２０１２．０１］']"
